"source_group","source_path","line","timestamp_utc","token","classification","exclude_reason","confidence","address_candidates","symbol_hints"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","304",,"0x840E18","new-candidate",,"medium","840E18;440E18;C40E18",""
"rg-scan",".workspace/research/FFX_TAS_Python/players/base.py","36",,"0x00D2C8A3","new-candidate",,"medium","D2C8A3;92C8A3;112C8A3",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","459",,"0xD3083C","new-candidate",,"medium","D3083C;93083C;113083C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/damageReworks-0e9da96560a505dd.cs","58",,"0x38AE00","new-candidate",,"medium","38AE00;78AE00","FhMethodHandle"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","1021",,"0x3E800000","new-candidate",,"medium","3E800000;3E400000;3EC00000",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","79",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","39",,"0xD307D8","new-candidate",,"medium","D307D8;9307D8;11307D8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","183",,"0xD325BC","new-candidate",,"medium","D325BC;9325BC;11325BC",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","544",,"FUN_00A58EC0","new-candidate",,"medium","A58EC0;658EC0;E58EC0","FhMethodHandle;FUN_00a58ec0;FUN_00A58EC0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","246",,"0xD2CDE5","new-candidate",,"medium","D2CDE5;92CDE5;112CDE5",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","662",,"FUN_00A48C20","new-candidate",,"medium","A48C20;648C20;E48C20","FhUtil;FUN_00a48c20;__addr_FUN_00a48c20;FUN_00A48C20"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1852",,"0x0021D09A6","new-candidate",,"medium","21D09A6;1DD09A6;25D09A6",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","732",,"0x886010","new-candidate",,"medium","886010;486010;C86010","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2524",,"0x01140060","new-candidate",,"medium","1140060;D40060;1540060",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","263",,"FUN_00A5B930","new-candidate",,"medium","A5B930;65B930;E5B930","FUN_00a5b930;FUN_00A5B930"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1808",,"0x0012BEB7E","new-candidate",,"medium","12BEB7E;EBEB7E;16BEB7E",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","62",,"FUN_007B10D0","new-candidate",,"medium","7B10D0;3B10D0;BB10D0","FhMethodHandle;FUN_007b10d0;FUN_007B10D0"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Components/Transition.cs","726",,"0xD32078","new-candidate",,"medium","D32078;932078;1132078",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","910",,"0x88F508","new-candidate",,"medium","88F508;48F508;C8F508","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","848",,"0x1686034","new-candidate",,"medium","1686034;1286034;1A86034","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/Transitions.cs","930",,"0x4008000C","new-candidate",,"medium","4008000C;3FC8000C;4048000C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","711",,"FUN_00A5A990","new-candidate",,"medium","A5A990;65A990;E5A990","FhMethodHandle;FUN_00a5a990;__addr_FUN_00a5a990;FUN_00A5A990"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","858",,"0x01441BE4","new-candidate",,"medium","1441BE4;1041BE4;1841BE4","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","392",,"FUN_00A474D0","new-candidate",,"medium","A474D0;6474D0;E474D0","FUN_00a474d0;FUN_00A474D0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","980",,"0x00D307EB","new-candidate",,"medium","D307EB;9307EB;11307EB",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","59",,"FUN_00A49440","new-candidate",,"medium","A49440;649440;E49440","FUN_00a49440;FUN_00A49440"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","383",,"0x647440","new-candidate",,"medium","647440;247440;A47440","__addr_FUN_00a47440"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4966",,"0xD35EE0","new-candidate",,"medium","D35EE0;935EE0;1135EE0",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","254",,"0xD2CD08","new-candidate",,"medium","D2CD08;92CD08;112CD08",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2485",,"0x01000060","new-candidate",,"medium","1000060;C00060;1400060",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","952",,"0x00D307EA","new-candidate",,"medium","D307EA;9307EA;11307EA",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","104",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2097",,"0x01476988","new-candidate",,"medium","1476988;1076988;1876988",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","3233",,"0x645440","new-candidate",,"medium","645440;245440;A45440","FhUtil;FUN_00a45440"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","463",,"FUN_00A44D30","new-candidate",,"medium","A44D30;644D30;E44D30","FhMethodHandle;FUN_00a44d30;FUN_00A44D30"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3133",,"0xD2E498","new-candidate",,"medium","D2E498;92E498;112E498",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2298",,"0x01471520","new-candidate",,"medium","1471520;1071520;1871520",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2405",,"0x00D80048","new-candidate",,"medium","D80048;980048;1180048",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","178",,"FUN_00A572E0","new-candidate",,"medium","A572E0;6572E0;E572E0","FUN_00a572e0;__addr_FUN_00a572e0;FUN_00A572E0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2212",,"0x011400A0","new-candidate",,"medium","11400A0;D400A0;15400A0",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","119",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","986",,"0x00D307EE","new-candidate",,"medium","D307EE;9307EE;11307EE",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","856",,"0x00D323F0","new-candidate",,"medium","D323F0;9323F0;11323F0",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","342",,"0x659860","new-candidate",,"medium","659860;259860;A59860","__addr_FUN_00a59860"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","217",,"0xD3235C","new-candidate",,"medium","D3235C;93235C;113235C",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","225",,"0xD323FC","new-candidate",,"medium","D323FC;9323FC;11323FC",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1449",,"0x00D2D67C","new-candidate",,"medium","D2D67C;92D67C;112D67C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","720",,"FUN_00A68140","new-candidate",,"medium","A68140;668140;E68140","FhMethodHandle;FUN_00a68140;__addr_FUN_00a68140;FUN_00A68140"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2504",,"0x003AB9B0","new-candidate",,"medium","3AB9B0;7AB9B0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3787",,"0x0146A5E4","new-candidate",,"medium","146A5E4;106A5E4;186A5E4",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","186",,"0xD32778","new-candidate",,"medium","D32778;932778;1132778",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3339",,"0x00D30F2C","new-candidate",,"medium","D30F2C;930F2C;1130F2C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","50",,"0x659710","new-candidate",,"medium","659710;259710;A59710","__addr_FUN_00a59710"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/damageReworks-0e9da96560a505dd.cs","149",,"0x1F11243","new-candidate",,"medium","1F11243;1B11243;2311243","FhUtil"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","5",,"0x00F2FD00","new-candidate",,"medium","F2FD00;B2FD00;132FD00",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","896",,"0x01F0581C","new-candidate",,"medium","1F0581C;1B0581C;230581C","FhUtil"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2726",,"0xF270B8","new-candidate",,"medium","F270B8;B270B8;13270B8",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","115",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2416",,"0x00D8005F","new-candidate",,"medium","D8005F;98005F;118005F",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","1940",,"0x40000000","new-candidate",,"medium","40000000;3FC00000;40400000",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","78",,"0xF25B60","new-candidate",,"medium","F25B60;B25B60;1325B60",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","863",,"0x01469ED9","new-candidate",,"medium","1469ED9;1069ED9;1869ED9","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2051",,"0x64F930","new-candidate",,"medium","64F930;24F930;A4F930","FhUtil;FUN_00a4f930"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","19",,"0x8CB170","new-candidate",,"medium","8CB170;4CB170;CCB170",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","850",,"0x1686060","new-candidate",,"medium","1686060;1286060;1A86060","FhUtil"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","698",,"FUN_00A48C80","new-candidate",,"medium","A48C80;648C80;E48C80","FhMethodHandle;FUN_00a48c80;__addr_FUN_00a48c80;FUN_00A48C80"
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","157",,"0xF26AE8","new-candidate",,"medium","F26AE8;B26AE8;1326AE8",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2034",,"0x6570A0","new-candidate",,"medium","6570A0;2570A0;A570A0","FhUtil;FUN_00a570a0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","423",,"0x4B9E70","new-candidate",,"medium","4B9E70;B9E70;8B9E70","__addr_FUN_008b9e70"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4615",,"0x008E72E0","new-candidate",,"medium","8E72E0;4E72E0;CE72E0",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","289",,"0xD30B5C","new-candidate",,"medium","D30B5C;930B5C;1130B5C",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","664",,"FUN_00A59860","new-candidate",,"medium","A59860;659860;E59860","FhUtil;FUN_00a59860;__addr_FUN_00a59860;FUN_00A59860"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/ChrAtbSpeedHandlerVanilla-29e4b42f4e7bb39c.cs","37",,"0x6430F0","new-candidate",,"medium","6430F0;2430F0;A430F0",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1710",,"0x00F407E4","new-candidate",,"medium","F407E4;B407E4;13407E4",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2966",,"0x00F2FF14","new-candidate",,"medium","F2FF14;B2FF14;132FF14",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/unlocks.py","39",,"0xD32094","new-candidate",,"medium","D32094;932094;1132094",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","326",,"FUN_00A48F20","new-candidate",,"medium","A48F20;648F20;E48F20","FUN_00a48f20;FUN_00A48F20"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","177",,"0x6572E0","new-candidate",,"medium","6572E0;2572E0;A572E0","__addr_FUN_00a572e0"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","1425",,"0x01441BD4","new-candidate",,"medium","1441BD4;1041BD4;1841BD4",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","714",,"FUN_00A5B980","new-candidate",,"medium","A5B980;65B980;E5B980","FhMethodHandle;FUN_00a5b980;__addr_FUN_00a5b980;FUN_00A5B980"
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","4037",,"0x01440A2A","new-candidate",,"medium","1440A2A;1040A2A;1840A2A",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","3109",,"0x01467CEA","new-candidate",,"medium","1467CEA;1067CEA;1867CEA",""
"rg-scan",".workspace/research/FFXSpeedrunMod/FFXCutsceneRemover/Resources/MemoryLocations.cs","326",,"0x398903","new-candidate",,"medium","398903;798903",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","593",,"FUN_008A8EF0","new-candidate",,"medium","8A8EF0;4A8EF0;CA8EF0","FhMethodHandle;FUN_008a8ef0;FUN_008A8EF0"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/Character7-693244e13fb825c5.cs","73",,"0x235C20","new-candidate",,"medium","235C20;635C20",""
"rg-scan",".workspace/research/FFX_TAS_Python/memory/main.py","2968",,"0x2DC35","new-candidate",,"medium","2DC35;42DC35",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","2040",,"0x00CD0030","new-candidate",,"medium","CD0030;8D0030;10D0030",""
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","477",,"FUN_00A47D50","new-candidate",,"medium","A47D50;647D50;E47D50","FUN_00a47d50;FUN_00A47D50"
"rg-scan",".workspace/Discord/Cid's Salvage Ship (1328407223528853598)/4 - Modding (1328427844929589261)/21 - modding-technical (1328428782863913043).json_Files/module-97d0d9132fc78dc4.cs","289",,"FUN_00A47C60","new-candidate",,"medium","A47C60;647C60;E47C60","FUN_00a47c60;FUN_00A47C60"
